Киев СВОБОДИ 28;30.422702;50.51466199999999;проспект Свободи, 28, Київ, місто Київ, Україна
Киев ДЖАЛИЯ;30.424999;50.517475;вулиця Муси Джаліля, Київ, місто Київ, Україна
Киев теліги 4;30.447202;50.467869;вулиця Олени Теліги, 4, Київ, місто Київ, Україна
Киев правди 108;30.40496;50.509327;проспект Правди, 108, Київ, місто Київ, Україна
Киев МАЯКОВСКОГО 20;30.606209;50.506576;проспект Володимира Маяковського, 20, Київ, місто Київ, Україна
Киев БЕЛЕЦКАЯ 72;30.4229956;50.4860785;Дачно-Білецька вулиця, 72, Київ, місто Київ, Україна
Киев СВОБОДИ 6;30.434509;50.508426;проспект Свободи, 6, Київ, місто Київ, Україна
Киев свободи 28;30.422702;50.51466199999999;проспект Свободи, 28, Київ, місто Київ, Україна
Киев крещатик;30.5221921;50.447914;вулиця Хрещатик, Київ, місто Київ, Україна
Киев порика 8;30.421884;50.510679;проспект Василя Порика, 8, Київ, місто Київ, Україна
Киев полковая 55;30.4247;50.49089;Полкова вулиця, 55, Київ, місто Київ, Україна
Киев щерьакова;30.4058149;50.469806;вулиця Щербакова, Київ, місто Київ, Україна
Киев пика;30.4144852;50.469818;вулиця Вільгельма Піка, Київ, місто Київ, Україна
Киев свободи32;30.426717;50.51505900000001;проспект Свободи, 32, Київ, місто Київ, Україна
Киев жовтнева вишневе;30.373893;50.391777;Жовтнева вулиця, Вишневе, Київська область, Україна
Киев гречко 18;30.406592;50.489915;вулиця Маршала Гречка, 18, Київ, місто Київ, Україна
Киев гонгадзе;30.411878;50.513046;проспект Георгія Гонгадзе, Київ, місто Київ, Україна
Киев щеррбакова;30.4058149;50.469806;вулиця Щербакова, Київ, місто Київ, Україна
Киев невская 4;30.40053499999999;50.46108599999999;Невський провулок, 4, Київ, місто Київ, Україна
Киев салютную;30.411432;50.471916;Салютна вулиця, Київ, місто Київ, Україна
Киев порика;30.4204169;50.509071;проспект Василя Порика, Київ, місто Київ, Україна
Киев гречко 4;30.406928;50.482274;вулиця Маршала Гречка, 4, Київ, місто Київ, Україна
Киев щорса 18;30.527593;50.42552999999999;вулиця Щорса, 18, Київ, місто Київ, Україна
Киев правдм 104;30.406208;50.508486;проспект Правди, 104, Київ, місто Київ, Україна
Киев равди 100;30.410495;50.50759499999999;проспект Правди, 100, Київ, місто Київ, Україна
Киев московская;30.5192169;50.4070106;Московська площа, Київ, місто Київ, Україна
Киев свободи;30.4293071;50.510093;проспект Свободи, Київ, місто Київ, Україна
Киев ьоярка белогородская;30.2874792;50.3336066;Белогородская, Боярка, Київська область, Україна
Киев щербакова;30.4058149;50.469806;вулиця Щербакова, Київ, місто Київ, Україна
Киев сврбоди;30.4293071;50.510093;проспект Свободи, Київ, місто Київ, Україна
Киев гречко;30.4057991;50.49435;вулиця Маршала Гречка, Київ, місто Київ, Україна
Киев саптовская;30.4147174;50.471129;Саратовська вулиця, Київ, місто Київ, Україна
Киев правдм;30.4233952;50.504364;проспект Правди, Київ, місто Київ, Україна
Киев гомельская;30.433855;50.490051;Гомельська вулиця, Київ, місто Київ, Україна
Киев порик;30.4204169;50.509071;проспект Василя Порика, Київ, місто Київ, Україна
Киев сткцерко;30.3963689;50.486408;вулиця Стеценка, Київ, місто Київ, Україна
Киев щерьккова;30.4058149;50.469806;вулиця Щербакова, Київ, місто Київ, Україна
Киев пориеа;30.4204169;50.509071;проспект Василя Порика, Київ, місто Київ, Україна
Киев днепроводская 11;30.463566;50.5674;Дніпроводська вулиця, 11, Київ, місто Київ, Україна
Киев братиславская 11;30.609572;50.486743;Братиславська вулиця, 11, Київ, місто Київ, Україна
Киев ПОЛКОВПЯ;30.4305682;50.49335;Полкова вулиця, Київ, місто Київ, Україна
Киев северная23;30.5076546;50.5278704;Північна вулиця, 23, Київ, місто Київ, Україна
Киев лесная поляна 2;37.7898483;48.067798;вулиця Лісова Поляна, 2, Донецьк, Донецька область, Україна
Киев рокосовсокого 2б;30.461275;50.520353;проспект Маршала Рокоссовського, 2Б, Київ, місто Київ, Україна
Киев м. контрактова площа;30.5185709;50.46347;Контрактова площа, Київ, місто Київ, Україна
Киев кондратюка 4б;30.456631;50.524074;вулиця Юрія Кондратюка, 4Б, Київ, місто Київ, Україна
Киев кондратюка улица;30.4606829;50.525161;вулиця Юрія Кондратюка, Київ, місто Київ, Україна
Киев полярная 8д;30.466248;50.516899;Полярна вулиця, 8Д, Київ, місто Київ, Україна
Киев рокосовскго 2;30.459149;50.519987;проспект Маршала Рокоссовського, 2, Київ, місто Київ, Україна
Киев набережная оболонская;30.5196488;50.4996182;вулиця Оболонська Набережна, Київ, місто Київ, Україна
Киев площадь шевченка;30.48495;50.58249470000001;площа Шевченка, Вишгород, Київська область, Україна
Киев ивана лепсе 20;30.409513;50.435956;бульвар Івана Лепсе, 20, Київ, місто Київ, Україна
Киев михаиладонця 5;30.43124;50.433096;вулиця Михайла Донця, 5, Київ, місто Київ, Україна
Киев полярная 8;30.463625;50.51732;Полярна вулиця, 8, Київ, місто Київ, Україна
Киев софиевская 10;30.519549;50.451955;вулиця Софіївська, 10, Київ, місто Київ, Україна
Киев  семьи сосных 45;30.39002799999999;50.4164735;вулиця Сім'ї Сосніних, 45, Київ, місто Київ, Україна
Киев святошинска 41;30.3849239;50.44863429999999;Святошинський провулок, 41, Київ, місто Київ, Україна
Киев зодчих 60;30.36415;50.431304;вулиця Зодчих, 60/1, Київ, місто Київ, Україна
Киев  ивана лепсе 57\38;30.417998;50.426279;бульвар Івана Лепсе, 38, Київ, місто Київ, Україна
Киев юность 9;30.62001399999999;50.468774;вулиця Юності, 9, Київ, місто Київ, Україна
Киев леся курбаса 6;30.383454;50.430407;проспект Леся Курбаса, 6Г, Київ, місто Київ, Україна
Киев ул киевская 24 \софиевская бборщаговка\;30.3252162;50.4361097;Київська вулиця, 24, Петропавлівська Борщагівка, Київська область, Україна, 08130
Киев тулузы 2;30.365509;50.429642;вулиця Тулузи, 2/58, Київ, місто Київ, Україна
Киев ул крещатик;30.5221921;50.447914;вулиця Хрещатик, Київ, місто Київ, Україна
Киев генерала наумова 23;30.336295;50.473461;вулиця Генерала Наумова, 23, Київ, місто Київ, Україна
Киев ернста 2;30.458265;50.416309;вулиця Федора Ернста, 2, Київ, місто Київ, Україна
Киев салютна 6;30.410011;50.471487;Салютна вулиця, 6, Київ, місто Київ, Україна
Киев проспект победы \возле зоопарка\;30.404651;50.458438;проспект Перемоги, Київ, місто Київ, Україна
Киев героев севастополя 23;30.42043;50.43718;вулиця Героїв Севастополя, 23, Київ, місто Київ, Україна
Киев пятигорская 59;30.500279;50.402753;П'ятигорська вулиця, 59, Київ, місто Київ, Україна
Киев васильковская 32;30.515619;50.43820299999999;вулиця Велика Васильківська, 32, Київ, місто Київ, Україна
Киев ромена ролана 13;30.367499;50.435227;бульвар Ромена Роллана, 13, Київ, місто Київ, Україна
Киев московкая 46\2;30.544527;50.432467;Московська вулиця, 46/2, Київ, місто Київ, Україна
Киев ул суворова ггост салют;30.5471948;50.43803699999999;вулиця Суворова, Київ, місто Київ, Україна
Киев бесарабская 2\1;30.521559;50.442919;Бессарабська площа, 1, Київ, місто Київ, Україна
Киев харковское шоссе 2б;30.625879;50.439299;Харківське шосе, 2Б, Київ, місто Київ, Україна
Киев перова 36;30.5929093;50.485506;бульвар Перова, 36, Київ, місто Київ, Україна
Киев шумкого 10;30.60160299999999;50.423747;вулиця Юрія Шумського, 10, Київ, місто Київ, Україна
Киев шумскогоо 10;30.60160299999999;50.423747;вулиця Юрія Шумського, 10, Київ, місто Київ, Україна
Киев харковское шоссе;30.6519941;50.420978;Харківське шосе, Київ, місто Київ, Україна
Киев ул шелковичная;30.531461;50.443466;Шовковична вулиця, Київ, місто Київ, Україна
Киев ул московская;30.456005;50.38787;вулиця Московська, Київ, місто Київ, Україна
Киев серафимоввича;30.6007832;50.4329866;вулиця Серафимовича, Київ, місто Київ, Україна
Киев богомольца;30.5306032;50.44041000000001;вулиця Академіка Богомольця, Київ, місто Київ, Україна
Киев бул давыдова;30.59700909999999;50.438968;бульвар Олексія Давидова, Київ, місто Київ, Україна
Киев ул мечникова;30.5321692;50.437152;вулиця Мечникова, Київ, місто Київ, Україна
Киев ул панаса мирного;30.540533;50.433372;вулиця Панаса Мирного, Київ, місто Київ, Україна
Киев гашика;30.62903;50.437244;бульвар Ярослава Гашека, Київ, місто Київ, Україна
Киев влодимирская ул;30.5133239;50.446022;вулиця Володимирська, Київ, місто Київ, Україна
Киев лесной.20;30.628218;50.479879;Лісовий проспект, 20, Київ, місто Київ, Україна
Киев жукова.53;30.630243;50.487297;вулиця Маршала Жукова, 53, Київ, місто Київ, Україна
Киев малишка. 3;30.614212;50.4583251;вулиця Андрія Малишка, 3, Київ, місто Київ, Україна
Киев воссойденения 13а;30.617315;50.43859;проспект Возз'єднання, 13А, Київ, місто Київ, Україна
Киев щерса 36;30.534694;50.42466599999999;вулиця Михайла Задніпровського, 36, Київ, місто Київ, Україна
Киев волкова. 26;30.643448;50.485985;вулиця Космонавта Волкова, 26, Київ, місто Київ, Україна
Киев волкова. 6;30.631718;50.4889673;вулиця Космонавта Волкова, 6, Київ, місто Київ, Україна
Киев волкова.20;30.640122;50.48698400000001;вулиця Космонавта Волкова, 20, Київ, місто Київ, Україна
Киев малишка.3;30.614212;50.4583251;вулиця Андрія Малишка, 3, Київ, місто Київ, Україна
Киев жукова.51;30.630005;50.486487;вулиця Маршала Жукова, 51, Київ, місто Київ, Україна
Киев братиславская.24;30.625103;50.469578;Братиславська вулиця, 24, Київ, місто Київ, Україна
Киев хрещатик;30.5221921;50.447914;вулиця Хрещатик, Київ, місто Київ, Україна
Киев алейхема.3;30.626452;50.471428;вулиця Шолом-Алейхема, 3, Київ, місто Київ, Україна
Киев волкова.4;30.62812;50.487952;вулиця Космонавта Волкова, 4, Київ, місто Київ, Україна
Киев жукова 51;30.630005;50.486487;вулиця Маршала Жукова, 51, Київ, місто Київ, Україна
Киев братиславская.30;30.624022;50.47237;Братиславська вулиця, 30, Київ, місто Київ, Україна
Киев ватутина.28;30.429506;50.39384399999999;вулиця Ватутіна, 28, Київ, місто Київ, Україна
Киев жукова.45;30.632197;50.484633;вулиця Маршала Жукова, 45, Київ, місто Київ, Україна
Киев малишка.6;30.62410999999999;50.460252;вулиця Андрія Малишка, 6, Київ, місто Київ, Україна
Киев волкова.24;30.64212999999999;50.486446;вулиця Космонавта Волкова, 24, Київ, місто Київ, Україна
Киев курчатова.18;30.6324363;50.4776771;вулиця Академіка Курчатова, 18, Київ, місто Київ, Україна
Киев ревуцкого.46;30.652443;50.394685;вулиця Ревуцького, 46, Київ, місто Київ, Україна
Киев закревского.77;30.6265434;50.5186911;вулиця Миколи Закревського, 77, Київ, місто Київ, Україна
Киев курчатова.11;30.629251;50.477646;вулиця Академіка Курчатова, 11, Київ, місто Київ, Україна
Киев миропольская.25;30.620644;50.468825;Миропільська вулиця, 25, Київ, місто Київ, Україна
Киев лісовий.20;30.628218;50.479879;Лісовий проспект, 20, Київ, місто Київ, Україна
Киев перова.32;30.594302;50.482814;бульвар Перова, 32, Київ, місто Київ, Україна
Киев волкова.12;30.635091;50.48818499999999;вулиця Космонавта Волкова, 12, Київ, місто Київ, Україна
Киев лесной.40;30.704507;50.39002600000001;Лісова вулиця, 40, Київ, місто Київ, Україна
Киев космічна.8;30.620946;50.465585;Космічна вулиця, 8, Київ, місто Київ, Україна
Киев малишко.3;30.614212;50.4583251;вулиця Андрія Малишка, 3, Київ, місто Київ, Україна
Киев ш-алейхема.14;30.634719;50.472595;вулиця Шолом-Алейхема, 14, Київ, місто Київ, Україна
Киев шамрило.5;30.442448;50.46791899999999;вулиця Тимофія Шамрила, 5, Київ, місто Київ, Україна
Киев шолом-алейхема.8;30.62904;50.471084;вулиця Шолом-Алейхема, 8, Київ, місто Київ, Україна
Киев лесной.17;30.358131;50.539727;Лісна вулиця, 17, Київ, місто Київ, Україна
Киев милютенка25;30.624295;50.481206;вулиця Мілютенка, 25, Київ, місто Київ, Україна
Киев шолом-алейхема13;30.633577;50.473804;вулиця Шолом-Алейхема, 13, Київ, місто Київ, Україна
Киев волкова.14;30.636388;50.488148;вулиця Космонавта Волкова, 14, Київ, місто Київ, Україна
Киев волкова.14.;30.636388;50.488148;вулиця Космонавта Волкова, 14, Київ, місто Київ, Україна
Киев жукова.24;30.633806;50.48564;вулиця Маршала Жукова, 24, Київ, місто Київ, Україна
Киев жукова.35;30.636591;50.478295;вулиця Маршала Жукова, 35/24, Київ, місто Київ, Україна
Киев г.юри.14;30.3843477;50.4329113;вулиця Гната Юри, 14, Київ, місто Київ, Україна
Киев братиславская.34;30.622811;50.472928;Братиславська вулиця, 34, Київ, місто Київ, Україна
Киев юности.6;30.617836;50.46445600000001;вулиця Юності, 6, Київ, місто Київ, Україна
Киев жукова.47;30.631434;50.485933;вулиця Маршала Жукова, 47, Київ, місто Київ, Україна
Киев волкова.34;30.6439882;50.486487;вулиця Космонавта Волкова, 34, Київ, місто Київ, Україна
Киев лесной.13;30.6275433;50.4814823;Лісовий проспект, 13, Київ, місто Київ, Україна
Киев миропольская.21;30.623363;50.467837;Миропільська вулиця, 21, Київ, місто Київ, Україна
Киев лісовий.31;30.636116;50.483825;Лісовий проспект, 31, Київ, місто Київ, Україна
Киев стальского.16;30.600554;50.484033;вулиця Сулеймана Стальського, 16, Київ, місто Київ, Україна
Киев волкова.16;30.637326;50.487678;вулиця Космонавта Волкова, 16, Київ, місто Київ, Україна
Киев бойченко.8;30.620036;50.46237499999999;вулиця Олександра Бойченка, 8, Київ, місто Київ, Україна
Киев волкова.6;30.631718;50.4889673;вулиця Космонавта Волкова, 6, Київ, місто Київ, Україна
Киев миропольская.39;30.613391;50.471336;Миропільська вулиця, 39, Київ, місто Київ, Україна
Киев вершигори.7;30.576135;50.490974;вулиця Петра Вершигори, 7, Київ, місто Київ, Україна
Киев жукова.15;30.641234;50.471464;вулиця Маршала Жукова, 15, Київ, місто Київ, Україна
Киев пер. карельский.2;30.634171;50.451131;Карельський провулок, 2/7, Київ, місто Київ, Україна
Киев братииславская.30;30.624022;50.47237;Братиславська вулиця, 30, Київ, місто Київ, Україна
Киев маякювского.3;30.584533;50.498304;проспект Володимира Маяковського, 3, Київ, місто Київ, Україна
Киев гангадзе.12;30.412547;50.50917399999999;проспект Георгія Гонгадзе, 12, Київ, місто Київ, Україна
Киев вершигори.12;30.5752032;50.49021579999999;вулиця Петра Вершигори, 12, Київ, місто Київ, Україна
Киев вершигори.10;30.5752032;50.49021579999999;вулиця Петра Вершигори, 10, Київ, місто Київ, Україна
Киев черемшини.17;30.58414299999999;50.479222;вулиця Марка Черемшини, 17, Київ, місто Київ, Україна
Киев вершигори.3;30.57689;50.492666;вулиця Петра Вершигори, 3, Київ, місто Київ, Україна
Киев запорожца.61;30.6039727;50.4797926;вулиця Петра Запорожця, 61, Київ, місто Київ, Україна
Киев жмаченко.26;30.6114078;50.46916909999999;вулиця Генерала Жмаченка, 26, Київ, місто Київ, Україна
Киев ужвій.9;30.443886;50.501126;вулиця Наталії Ужвій, 9, Київ, місто Київ, Україна
Киев вершигори.4;30.5750614;50.4919415;вулиця Петра Вершигори, 4, Київ, місто Київ, Україна
Киев бальзака.2а;30.57681;50.497846;вулиця Оноре де Бальзака, 2А, Київ, місто Київ, Україна
Киев матеюка.9;30.637179;50.470432;вулиця Миколи Матеюка, 9, Київ, місто Київ, Україна
Киев а.нової.76;30.601313;50.472917;проспект Алішера Навої, 76, Київ, місто Київ, Україна
Киев киотто.5;30.632056;50.463755;вулиця Кіото, 5, Київ, місто Київ, Україна
Киев радужная.11;30.584745;50.48772200000001;Райдужна вулиця, 11, Київ, місто Київ, Україна
Киев ш.алейхема.15;30.634887;50.473524;вулиця Шолом-Алейхема, 15, Київ, місто Київ, Україна
Киев вершигори.9;30.576248;50.490325;вулиця Петра Вершигори, 9, Київ, місто Київ, Україна
Киев вершигори.1;30.576403;50.49333799999999;вулиця Петра Вершигори, 1, Київ, місто Київ, Україна
Киев маяковского21;30.593634;50.50354799999999;проспект Володимира Маяковського, 21, Київ, місто Київ, Україна
Киев маяковсвого.1;30.58267099999999;50.498309;проспект Володимира Маяковського, 1, Київ, місто Київ, Україна
Киев кибальчича.25;30.6047544;50.4929786;вулиця Миколи Кибальчича, 25, Київ, місто Київ, Україна
Киев бальзака.4;30.57736;50.499257;вулиця Оноре де Бальзака, 4, Київ, місто Київ, Україна
Киев запорожца.20;30.602423;50.479074;вулиця Петра Запорожця, 20, Київ, місто Київ, Україна
Киев радужная.3а;30.585792;50.491063;Райдужна вулиця, 3, Київ, місто Київ, Україна
Киев старосельская.2;30.5934691;50.4756014;Старосільська вулиця, 2, Київ, місто Київ, Україна
Киев червонопрапорна.34;30.548012;50.3731273;Червонопрапорна вулиця, 34, Київ, місто Київ, Україна
Киев радужная.13;30.584866;50.487153;Райдужна вулиця, 13, Київ, місто Київ, Україна
Киев азербайджанская.26;30.6484656;50.4413919;Азербайджанська вулиця, 26, Київ, місто Київ, Україна
Киев ватутина.8;30.431849;50.393289;вулиця Ватутіна, 8, Київ, місто Київ, Україна
Киев вершигори.2;30.5755289;50.493415;вулиця Петра Вершигори, 2, Київ, місто Київ, Україна
Киев маяковсвого.43;30.6172786;50.5164639;проспект Володимира Маяковського, 43, Київ, місто Київ, Україна
Киев ершигори.5;30.575748;50.491954;вулиця Петра Вершигори, 5, Київ, місто Київ, Україна
Киев курчатова.6а;30.625781;50.473951;вулиця Академіка Курчатова, 6А, Київ, місто Київ, Україна
Киев радужная.11а;30.587817;50.488102;Райдужна вулиця, 11А, Київ, місто Київ, Україна
Киев перова.16;30.597048;50.475357;бульвар Перова, 16, Київ, місто Київ, Україна
Киев бальзака.4а;30.580164;50.498956;вулиця Оноре де Бальзака, 4А, Київ, місто Київ, Україна
Киев киотто.15;30.635535;50.464334;вулиця Кіото, 15, Київ, місто Київ, Україна
Киев жукова.31;30.637287;50.476115;вулиця Маршала Жукова, 31, Київ, місто Київ, Україна
Киев кибальчича.3а;30.593632;50.491264;вулиця Миколи Кибальчича, 3А, Київ, місто Київ, Україна
Киев г.сталинграда.4;30.524426;50.493371;проспект Героїв Сталінграду, 4К2, Київ, місто Київ, Україна
Киев радужная.12;30.58008;50.491438;Райдужна вулиця, 12, Київ, місто Київ, Україна
Киев харьковское.15;30.6335628;50.4346983;Харківське шосе, 15, Київ, місто Київ, Україна
Киев ватутина.10а;30.581271;50.493302;проспект Генерала Ватутіна, 10А, Київ, місто Київ, Україна
Киев а.нової.3;30.603007;50.473734;проспект Алішера Навої, 3, Київ, місто Київ, Україна
Киев ррадужная.3;30.585792;50.491063;Райдужна вулиця, 3, Київ, місто Київ, Україна
Киев м. бориспіль;32.3872964;50.2528002;М-03, Київ, місто Київ, Україна
Киев перова.11;30.59390999999999;50.480778;бульвар Перова, 11, Київ, місто Київ, Україна
Киев киотто.23;30.643568;50.467;вулиця Кіото, 23, Київ, місто Київ, Україна
Киев ш.алейхема20;30.637352;50.47291999999999;вулиця Шолом-Алейхема, 20, Київ, місто Київ, Україна
Киев г.сталинграда.20;30.508912;50.510689;проспект Героїв Сталінграду, 20, Київ, місто Київ, Україна
Киев наумова;30.343793;50.474384;вулиця Генерала Наумова, Київ, місто Київ, Україна
Киев подлесная 1;30.337494;50.472168;Підлісна вулиця, 1, Київ, місто Київ, Україна
Киев львівська&#039;30.4967089;50.4563009;вулиця Артема, 39, Київ, місто Київ, Україна
Киев підлісна&#039;30.3386136;50.47284;Підлісна вулиця, 39, Київ, місто Київ, Україна
Киев салютна&#039;30.4208572;50.4719321;Салютна вулиця, 39, Київ, місто Київ, Україна
Киев доброхотова;30.3643282;50.46242100000001;вулиця Академіка Доброхотова, Київ, місто Київ, Україна
Киев разманінова&#039;30.3479002;50.47676329999999;вулиця Рахманінова, 39, Київ, місто Київ, Україна
Киев зодчих&#039;30.3690815;50.42301690000001;вулиця Зодчих, 39, Київ, місто Київ, Україна
Киев серпова&#039;30.3721997;50.46049410000001;Серпова вулиця, 39, Київ, місто Київ, Україна
Киев верховинна&#039;30.3704121;50.4525835;Верховинна вулиця, 39, Київ, місто Київ, Україна
Киев гаршина&#039;30.3407271;50.47674199999999;вулиця Гаршина, 39, Київ, місто Київ, Україна
Киев мальовнича&#039;30.3404289;50.4694173;Мальовнича вулиця, 39, Київ, місто Київ, Україна
Киев степанченка&#039;30.3841683;50.4641129;вулиця Василя Степанченка, 39, Київ, місто Київ, Україна
Киев пушиної, 5;30.36987999999999;50.457556;вулиця Феодори Пушиної, 5, Київ, місто Київ, Україна
Киев уборевича, 17;30.346907;50.463643;вулиця Командарма Уборевича, 17, Київ, місто Київ, Україна
Киев дегтярівська&#039;30.442316;50.4626028;Дегтярівська вулиця, 39, Київ, місто Київ, Україна
Киев доброхотова&#039;30.3585163;50.4620482;вулиця Академіка Доброхотова, 39, Київ, місто Київ, Україна
Киев майдан-незалежності;30.5236721;50.450805;Майдан Незалежності, Київ, місто Київ, Україна
Киев княжийзатон-5б;30.626501;50.401868;вулиця Княжий Затон, 5, Київ, місто Київ, Україна
Киев підлипка-18;30.594207;50.373329;вулиця Підлипка, 18, Київ, місто Київ, Україна
Киев княжийзатон-21;30.6170404;50.40072199999999;вулиця Княжий Затон, 21, Київ, місто Київ, Україна
Киев княжийзатон-11;30.623551;50.40149;вулиця Княжий Затон, 11, Київ, місто Київ, Україна
Киев горького-23;30.514013;50.436656;вулиця Горького, 23, Київ, місто Київ, Україна
Киев відпочинку,11;30.3783;50.450383;вулиця Відпочинку, 11, Київ, місто Київ, Україна
Киев добрахотова,17;30.35865;50.461496;вулиця Академіка Доброхотова, 17, Київ, місто Київ, Україна
Киев горлівська,124;30.660731;50.413132;Горлівська вулиця, 124, Київ, місто Київ, Україна
Киев федька, 41;30.331196;50.4635171;вулиця Івана Федька, 41, Київ, місто Київ, Україна
Киев перемоги,109;30.372987;50.455825;проспект Перемоги, 109, Київ, місто Київ, Україна
Киев осіння,21;30.353026;50.466504;Осіння вулиця, 21, Київ, місто Київ, Україна
Киев наумова,25а;30.334111;50.472879;вулиця Генерала Наумова, 25А, Київ, місто Київ, Україна
Киев наумова,35а;30.332441;50.469798;вулиця Генерала Наумова, 35А, Київ, місто Київ, Україна
Киев василя стуса,14;30.364897;50.460106;вулиця Василя Стуса, 14, Київ, місто Київ, Україна
Киев чорновільська16;30.34695;50.460689;Чорнобильська вулиця, 16/80, Київ, місто Київ, Україна
Киев вул.інститутська;30.5323139;50.44667399999999;Інститутська вулиця, Київ, місто Київ, Україна
Киев вул.суворова;30.5471948;50.43803699999999;вулиця Суворова, Київ, місто Київ, Україна
Киев вул.західна;30.433567;50.44588;Західна вулиця, Київ, місто Київ, Україна
Киев вул.лаврська;30.5554561;50.432571;Лаврська вулиця, Київ, місто Київ, Україна
Киев музейний пров.;30.529863;50.449825;Музейний провулок, Київ, місто Київ, Україна
Киев вул.хрещатик;30.5221921;50.447914;вулиця Хрещатик, Київ, місто Київ, Україна
